id,displayName,appId,applicationType
28e2f498-19a5-440e-8f66-5432d2d9858e,Microsoft Monitoring Account Management,e158b4a5-21ab-442e-ae73-2e19f4e7d763,Microsoft Application
2904b861-3fb2-4c0b-9a16-bb32a2a384e9,Azure Monitor for VMs,ddc728e9-153d-4032-ab80-80e57af7a56f,Microsoft Application
291173f2-badd-4ff3-9bc0-d648484e72a3,Windows Virtual Desktop,9cdead84-a844-4324-93f2-b2e6bb768d07,Microsoft Application
2970f9b7-571e-4295-8cc2-9fa6cbd58069,Windows Azure Application Insights,11c174dc-1945-4a9a-a36b-c79a0f246b9b,Microsoft Application
2986de69-d705-4a48-9851-3d65f23d5a71,Office Enterprise Protection Service,55441455-2f54-42b5-bc99-93e21cd4ae28,Microsoft Application
29a49bb7-cd2c-44a7-92a2-1883316da4a1,Network Watcher,7c33bfcb-8d33-48d6-8e60-dc6404003489,Microsoft Application
2a3c2abe-2536-4b6b-b166-95a1d7cb8488,Microsoft.NotificationHubs,3caf7e80-c1dc-4cbc-811c-d281c9d5e45c,Microsoft Application
2a6d1e02-5903-41d7-897f-a840726592b0,DWEngineV2,441509e5-a165-4363-8ee7-bcf0b7d26739,Microsoft Application
2a77e09e-a79d-4eec-a974-08772d900738,Microsoft Intune Web Company Portal,74bcdadc-2fdc-4bb3-8459-76d06952a0e9,Microsoft Application
2ad0c3e6-4811-4a33-a85d-f9ee0c7fd805,Azure API Management,8602e328-9b72-4f2d-a4ae-1387d013a2b3,Microsoft Application
2b96c497-f4de-4e58-b2bc-df4258776069,IC3 Tenant Provisioning,62a112d5-f305-42a6-8ced-6b8e3f71fb0d,Microsoft Application
2cc65566-4f91-450c-876a-10083157690e,ACR-Tasks-Network,62c559cd-db0c-4da0-bab2-972528c65d42,Microsoft Application
2d58f002-3822-4f92-869f-765d2468e798,SQL Copilot PPE,0fc12b9a-5463-4b87-8f10-765fecb39990,Microsoft Application
2d8aaee3-ef98-4563-9e18-6aa88ca81f6c,OMSAuthorizationServicePROD,50d8616b-fd4f-4fac-a1c9-a6a9440d7fe0,Microsoft Application
2ea6c7b1-f81c-4545-859f-179d3dd45b83,Microsoft Fluid Framework Preview,660d4be7-2665-497f-9611-a42c2668dbce,Microsoft Application
2efce702-24f7-4b9a-b468-c31f82c72002,Azure Files,69dda2a9-33ca-4ed0-83fb-a9b7b8973ff4,Microsoft Application
2f2bd5ca-5499-43bd-9ddd-7de501f3c83f,Microsoft Remote Desktop,a4a365df-50f1-4397-bc59-1a1564b8bb9c,Microsoft Application
2f4b3770-ab64-4358-bcb9-51555388102b,Power Platform Global Discovery Service,93bd1aa4-c66b-4587-838c-ffc3174b5f13,Microsoft Application
2f6c6409-36c4-4175-9f68-809e466b2054,Fiji Storage Backend,05d97c70-cb7c-4e66-8138-d5ca7c59d206,Microsoft Application
